690 files	Cell Line	Factor	UCSC Accession	Size	Additional Details
Download	GM12878	E2F4	wgEncodeEH002867	89 KB	lab=Stanford; view=Peaks; treatment=None; antibody=E2F4; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878E2f4IggmusUniPk; md5sum=2c566a72d87c13d9341520fc0c2043d2;
Download	GM12878	EBF1	wgEncodeEH001480	693 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=EBF1_(SC-137065); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Ebf1sc137065Pcr1xUniPk; md5sum=2e45813569329da98dfe77c40d4a2473;
Download	GM12878	EBF1	wgEncodeEH001832	769 KB	lab=Stanford; view=Peaks; treatment=None; antibody=EBF1_(SC-137065); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk; md5sum=fb1bd6fba816640ac979b835d0dcce8f;
Download	GM12878	EGR1	wgEncodeEH002328	414 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Egr-1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL218; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk; md5sum=237896d5d007e9cf9e09e6e40e7959cc;
Download	GM12878	ELF1	wgEncodeEH001617	453 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ELF1_(SC-631); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1613; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk; md5sum=b2ffc942c59f6aef1f3c7a2257955d87;
Download	GM12878	ELK1	wgEncodeEH002851	146 KB	lab=Stanford; view=Peaks; treatment=None; antibody=ELK1_(1277-1); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Elk112771IggmusUniPk; md5sum=6bc9a533a7c2231495f8ecf571b59c98;
Download	GM12878	EP300	wgEncodeEH001487	112 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=p300; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878P300Pcr1xUniPk; md5sum=b1fe2f05587d28dc358d85df670647e7;
Download	GM12878	EP300	wgEncodeEH002037	149 KB	lab=Stanford; view=Peaks; treatment=None; antibody=p300_(SC-584); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878P300bUniPk; md5sum=583113870a84c089b4f02459ff2a8268;
Download	GM12878	EP300	wgEncodeEH002824	432 KB	lab=Stanford; view=Peaks; treatment=None; antibody=p300; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878P300IggmusUniPk; md5sum=a1f47007d7aed601e4dcd14e6918e77e;
Download	GM12878	ETS1	wgEncodeEH001564	81 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ETS1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1613; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk; md5sum=316a34e393a145b971b8b27958ea2a00;
Download	GM12878	EZH2	wgEncodeEH002411	66 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000037; quality=good; tableName=wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk; md5sum=9a87661953cb6419847abd00599f0a30;
Download	GM12878	FOS	wgEncodeEH000622	54 KB	lab=Yale; view=Peaks; treatment=None; antibody=c-Fos; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878CfosUniPk; md5sum=06845c9e56bb2b7ff5c1b871076858f8;
Download	GM12878	FOXM1	wgEncodeEH002529	439 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=FOXM1_(SC-502); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk; md5sum=8ed740a4e911557a12cb092a02f0dbd7;
Download	GM12878	GABPA	wgEncodeEH001462	162 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=GABP; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL217; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878GabpPcr2xUniPk; md5sum=22dae31dcfafc0bd8d6020994b504b41;
Download	GM12878	IKZF1	wgEncodeEH002811	237 KB	lab=USC; view=Peaks; treatment=None; antibody=IKZF1_(IkN)_(UCLA); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Ikzf1iknuclaUniPk; md5sum=a01dceb968662abaf63bccf4a1a061e2;
Download	GM12878	IRF4	wgEncodeEH001484	350 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=IRF4_(SC-6059); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Irf4sc6059Pcr1xUniPk; md5sum=87c3ad44e4101f90d210fd59dced2ef8;
Download	GM12878	JUND	wgEncodeEH000639	54 KB	lab=Yale; view=Peaks; treatment=None; antibody=JunD; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878JundUniPk; md5sum=7785fb5a8aa10f5b06946981582aeca3;
Download	GM12878	MAX	wgEncodeEH002806	317 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Max; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk; md5sum=24e7a0a67ce6d28387030ebac7750386;
Download	GM12878	MAZ	wgEncodeEH002852	476 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MAZ_(ab85725); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Mazab85725IggmusUniPk; md5sum=1388945a42ca188c0942eb56f5860ecd;
Download	GM12878	MEF2A	wgEncodeEH001565	334 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=MEF2A; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1613; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Mef2aPcr1xUniPk; md5sum=607f37c95b184f5b9e3ccc87d2512d42;
Download	GM12878	MEF2C	wgEncodeEH001648	176 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=MEF2C_(SC-13268); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1613; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Mef2csc13268V0416101UniPk; md5sum=fd9f5ebda15eb65e78a18474270c393b;
Download	GM12878	MTA3	wgEncodeEH002329	272 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=MTA3_(SC-81325); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Mta3sc81325V0422111UniPk; md5sum=7fd8a1c54141583da515fe4f3bef61da;
Download	GM12878	MXI1	wgEncodeEH002026	445 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Mxi1_(AF4185); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Mxi1IggmusUniPk; md5sum=40b517b09681f7535ade9af605b7b35e;
Download	GM12878	MYC	wgEncodeEH000547	88 KB	lab=UT-A; view=Peaks; treatment=None; antibody=c-Myc; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001129; quality=caution; tableName=wgEncodeAwgTfbsUtaGm12878CmycUniPk; md5sum=842b9575d82e533d2d388363e5cfd3d2;
Download	GM12878	NFATC1	wgEncodeEH002307	229 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NFATC1_(SC-17834); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Nfatc1sc17834V0422111UniPk; md5sum=599bd16c84ab4c32a281f6fa0fdfe6d5;
Download	GM12878	NFE2	wgEncodeEH001808	21 KB	lab=Stanford; view=Peaks; treatment=None; antibody=NF-E2_(SC-22827); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Nfe2sc22827UniPk; md5sum=546312e7cf5926e721f9b1bce1570208;
Download	GM12878	NFIC	wgEncodeEH002343	594 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NFIC_(SC-81335); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk; md5sum=21deb64b76fb5611bc77816af49b94f9;
Download	GM12878	NFYA	wgEncodeEH002064	47 KB	lab=Harvard; view=Peaks; treatment=None; antibody=NF-YA; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk; md5sum=22a2efd75106a450fec56d830a56cdc7;
Download	GM12878	NFYB	wgEncodeEH002065	308 KB	lab=Harvard; view=Peaks; treatment=None; antibody=NF-YB; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk; md5sum=02b0b19ab120443258066873f32f866c;
Download	GM12878	NR2C2	wgEncodeEH000697	34 KB	lab=USC; view=Peaks; treatment=None; antibody=TR4; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Tr4UniPk; md5sum=540382ff9d5b7cd1d7c0cd1ae424ea15;
Download	GM12878	NRF1	wgEncodeEH001846	139 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Nrf1; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Nrf1IggmusUniPk; md5sum=3af1af6b0e702e4978d27a8ffe7ef10c;
Download	GM12878	PAX5	wgEncodeEH001489	478 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PAX5-C20; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL678; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk; md5sum=b19090f1655541ce0751d85a7ec8fb8a;
Download	GM12878	PAX5	wgEncodeEH001495	374 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PAX5-N19; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL678; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk; md5sum=4b31d9250b699fc4d4dbcd389c66e171;
Download	GM12878	PBX3	wgEncodeEH001477	251 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pbx3; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pbx3Pcr1xUniPk; md5sum=88e0e2cf616631966772331da4af9b93;
Download	GM12878	PML	wgEncodeEH002308	334 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PML_(SC-71910); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pmlsc71910V0422111UniPk; md5sum=1494a0cc69af27f4f0f01b365d611703;
Download	GM12878	POLR2A	wgEncodeEH000592	323 KB	lab=UT-A; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000528; quality=good; tableName=wgEncodeAwgTfbsUtaGm12878Pol2UniPk; md5sum=7999d9f83731f244eead5c237b30a72c;
Download	GM12878	POLR2A	wgEncodeEH000626	225 KB	lab=Yale; view=Peaks; treatment=None; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Pol2UniPk; md5sum=77d5a2aac088fc08f2dc3de59b1d6295;
Download	GM12878	POLR2A	wgEncodeEH000708	480 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Pol2IggmusUniPk; md5sum=40da3705f736913a76062d679999e749;
Download	GM12878	POLR2A	wgEncodeEH001463	577 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL217; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pol2Pcr2xUniPk; md5sum=03fc729984b726d0e08ad98756d3b8c6;
Download	GM12878	POLR2A	wgEncodeEH001517	403 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2-4H8; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL517; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pol24h8Pcr1xUniPk; md5sum=082a310af9c83fef5b888f03feac6809;
Download	GM12878	POLR2A	wgEncodeEH001858	210 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2(phosphoS2); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Pol2s2IggmusUniPk; md5sum=6a5ed42b4e55e8cecbc05a70793a1ea4;
Download	GM12878	POLR3G	wgEncodeEH000645	4.7 KB	lab=Yale; view=Peaks; treatment=None; antibody=Pol3; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Pol3UniPk; md5sum=b5257d2ce68263a2504896791538cd6f;
Download	GM12878	POU2F2	wgEncodeEH001475	514 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=POU2F2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk; md5sum=abd6c68743e8cc300957402d79ae145c;
Download	GM12878	RAD21	wgEncodeEH000749	740 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Rad21; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000771; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk; md5sum=4a598bb58172bf4fc4ca7bcc61026033;
Download	GM12878	RAD21	wgEncodeEH001640	766 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Rad21; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1613; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk; md5sum=1347a07d0debfc95c0284a684f88a99d;
Download	GM12878	RCOR1	wgEncodeEH002841	37 KB	lab=Stanford; view=Peaks; treatment=None; antibody=COREST_(sc-30189); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Corestsc30189IggmusUniPk; md5sum=d7a6aeef25189e38c6129ca37278967d;
Download	GM12878	RELA	wgEncodeEH000690	404 KB	lab=Stanford; view=Peaks; treatment=TNFa; antibody=NFKB; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002034; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878NfkbTnfaIggrabUniPk; md5sum=725c652df95d31718fb5f5390a9563f0;
Download	GM12878	REST	wgEncodeEH002314	140 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NRSF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1394; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878NrsfPcr1xUniPk; md5sum=f335b6d00a920088934076b85e270f4d;
Download	GM12878	RFX5	wgEncodeEH001810	113 KB	lab=Stanford; view=Peaks; treatment=None; antibody=RFX5_(200-401-194); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Rfx5200401194IggmusUniPk; md5sum=10cdf1c6dddfa4195f4245fb66df2a3f;
Download	GM12878	RUNX3	wgEncodeEH002330	1.3 MB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=RUNX3_(SC-101553); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk; md5sum=8466ca4a197e73125ddb701e25ca0428;
Download	GM12878	RXRA	wgEncodeEH001541	32 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=RXRA; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1394; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk; md5sum=7bd3261c81c52644bcb454df052e9c86;
Download	GM12878	SIN3A	wgEncodeEH002868	267 KB	lab=Stanford; view=Peaks; treatment=None; antibody=SIN3A_(NB600-1263); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Sin3anb6001263IggmusUniPk; md5sum=92cd19e285955b443d6a9570fb809544;
Download	GM12878	SIX5	wgEncodeEH001542	98 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SIX5; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1394; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Six5Pcr1xUniPk; md5sum=09a7e24070419c9a831e2ebb1406297c;
Download	GM12878	SMC3	wgEncodeEH001833	729 KB	lab=Stanford; view=Peaks; treatment=None; antibody=SMC3_(ab9263); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk; md5sum=be4c1199284cbed0acf3596fe4ce1706;
Download	GM12878	SP1	wgEncodeEH001496	349 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SP1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL517; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk; md5sum=706689cec1323578aec2b7febdb34c4a;
Download	GM12878	SPI1	wgEncodeEH001476	878 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PU.1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk; md5sum=98b097cb283210728679f1d655c670e6;
Download	GM12878	SRF	wgEncodeEH001464	180 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SRF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL217; quality=caution; tableName=wgEncodeAwgTfbsHaibGm12878SrfPcr2xUniPk; md5sum=bf9b61a2c19ff8764af35847ecbd5828;
Download	GM12878	STAT1	wgEncodeEH001852	46 KB	lab=Stanford; view=Peaks; treatment=None; antibody=STAT1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Stat1UniPk; md5sum=3d4bbbf1e2791c250430058535af6996;
Download	GM12878	STAT3	wgEncodeEH001811	167 KB	lab=Stanford; view=Peaks; treatment=None; antibody=STAT3; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Stat3IggmusUniPk; md5sum=56d4c2075829ce99c242d67bf5f5351c;
Download	GM12878	STAT5A	wgEncodeEH002321	162 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=STAT5A_(SC-74442); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6022; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk; md5sum=fe8ad7bbfb891b7dc983fe25403ee461;
Download	GM12878	TAF1	wgEncodeEH001478	276 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TAF1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Taf1Pcr1xUniPk; md5sum=057c02e1eed2dfa3ad9e3deb457a6023;
Download	GM12878	TBL1XR1	wgEncodeEH002853	347 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TBLR1_(ab24550); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Tblr1ab24550IggmusUniPk; md5sum=12225c7bb649d05127d42366d71f209e;
Download	GM12878	TBP	wgEncodeEH001798	372 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TBP; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878TbpIggmusUniPk; md5sum=dba81eb14779150b37ba7e7f064a30aa;
Download	GM12878	TCF12	wgEncodeEH001485	386 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TCF12; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk; md5sum=b0d48cc401b6f20ae39b7563bc2ba1b5;
Download	GM12878	TCF3	wgEncodeEH002315	303 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TCF3_(SC-349); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1394; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk; md5sum=ffcfb74ab036089ef1f88597f44c8844;
Download	GM12878	USF1	wgEncodeEH001468	209 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=USF-1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL217; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk; md5sum=2c9ab4a74f91fe869c8f5a1780838ec7;
Download	GM12878	USF2	wgEncodeEH001812	221 KB	lab=Stanford; view=Peaks; treatment=None; antibody=USF2; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk; md5sum=aa49dcdeaf42299a01e299b8bace5b1d;
Download	GM12878	WRNIP1	wgEncodeEH001787	350 KB	lab=Stanford; view=Peaks; treatment=None; antibody=WHIP; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000706; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878WhipIggmusUniPk; md5sum=3776d56575011ce5450fb50a6009cdc7;
Download	GM12878	YY1	wgEncodeEH000695	54 KB	lab=USC; view=Peaks; treatment=None; antibody=YY1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Yy1UniPk; md5sum=92243d38188e91ebeb8bfe5d60779b16;
Download	GM12878	YY1	wgEncodeEH001657	599 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=YY1_(SC-281); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1394; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk; md5sum=41b1520fb5e6e6df7c47be550abff3db;
Download	GM12878	ZBTB33	wgEncodeEH001488	44 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZBTB33; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL516; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk; md5sum=b6415fce4a461600a5b89ca06f17e3fe;
Download	GM12878	ZEB1	wgEncodeEH001645	94 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZEB1_(SC-25388); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1394; quality=good; tableName=wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk; md5sum=09d3074baf85c0716ffb0f980244139b;
Download	GM12878	ZNF143	wgEncodeEH001853	467 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Znf143_(16618-1-AP); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=good; tableName=wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk; md5sum=5217f7ef9ca2f95e6b2c28b70e48dcc2;
Download	GM12878	ZNF274	wgEncodeEH001756	6.7 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF274; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Znf274UniPk; md5sum=1375b0ad8b3e7ccbb6de2099183d7f28;
Download	GM12878	ZZZ3	wgEncodeEH000698	20 KB	lab=Harvard; view=Peaks; treatment=None; antibody=ZZZ3; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000625; quality=caution; tableName=wgEncodeAwgTfbsSydhGm12878Zzz3UniPk; md5sum=71cab110ce95eba26cbbca3a0025bef0;
Download	GM12891	CTCF	wgEncodeEH000569	796 KB	lab=UT-A; view=Peaks; treatment=None; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=generic_male; quality=good; tableName=wgEncodeAwgTfbsUtaGm12891CtcfUniPk; md5sum=f2e95c7b027ea83a722632659a9dbc22;
Download	GM12891	PAX5	wgEncodeEH001545	62 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PAX5-C20; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1782; quality=good; tableName=wgEncodeAwgTfbsHaibGm12891Pax5c20V0416101UniPk; md5sum=388b443ba6bd6b73a304efb8d2bc8268;
Download	GM12891	POLR2A	wgEncodeEH000710	449 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000709; quality=good; tableName=wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk; md5sum=6c78ed529b11cfd105494407fd89040a;
Download	GM12891	POLR2A	wgEncodeEH001522	395 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL817; quality=good; tableName=wgEncodeAwgTfbsHaibGm12891Pol2Pcr1xUniPk; md5sum=ea76bdc75c150a07506b9d6c8699b310;
